"GEMS TARIFF FOR SERVICES BY NON-CONTRACTED MEDICAL PRACTITIONERS
WITH EFFECT FROM 2026-01-01",,014 - General Medical Practice,,016 - Obstetrics and Gynaecology,,032 - Paediatricians,,,,,,,,,,,,
0855,Excision: Compound palmar ganglion or synovectomy,2249.9,,2313.1,,2313.1,,,,,,,,,,,,
0857,Bursae and ganglia: Aspiration or injection (no after-care) (modifier 0005 not applicable),158.1,,162.5,,162.5,,,,,,,,,,,,
3.6,Musculo-skeletal system: Miscellaneous,,,,,,,,,,,,,,,,,
3.6.1,Musculo-skeletal system: Miscellaneous: Leg equalisation and congenital hips and feet,,,,,,,,,,,,,,,,,
0859,Leg equalisation and congenital hips and feet: Leg shortening,3965.5,,5095.7,,5095.7,,,,,,,,,,,,
0861,Leg equalisation and congenital hips and feet: Leg lengthening,5849.8,,7517,,7517,,,,,,,,,,,,
0863,Leg equalisation and congenital hips and feet: Epiphysiodesis at one level,2039.2,,2096.1,,2096.1,,,,,,,,,,,,
0865,Congenital dislocation of hip: Initial non-operative reduction and application of plaster cast: One hip,1916.1,,1969.7,,1969.7,,,,,,,,,,,,
0867,Congenital dislocation of hip: Initial non-operative reduction and application of plaster cast: Both hips,2249.9,,2891.3,,2891.3,,,,,,,,,,,,
0868,Open reduction of congenital dislocation of the hip,2615.6,,3361,,3361,,,,,,,,,,,,
0869,Subsequent plasters,562.5,,578.1,,578.1,,,,,,,,,,,,
0873,Congenital club foot: Manipulation and plaster: One foot,457.1,,469.8,,469.8,,,,,,,,,,,,
0874,Ponseti technique assistant (medical practitioner),228.4,Z,234.8,Z,234.8,Z,,,,,,,,,,,
3.6.2,Musculo-skeletal system: Miscellaneous: Removal of internal fixatives of prosthesis,,,,,,,,,,,,,,,,,
0883,Removal of internal fixatives or prosthesis: Readily accessible,643.4,,661.4,,661.4,,,,,,,,,,,,
0884,Removal of internal fixatives: Less accessible,1327.2,,1364.5,,1364.5,,,,,,,,,,,,
0885,Removal of prosthesis for infection soon after operation,2109.2,,2313.1,,2313.1,,,,,,,,,,,,
0886,Late removal of infected or not infected total joint replacement prosthesis (including six weeks after-care): ADD to the item for total joint replacement of the specific joint,1124.9,,1156.4,,1156.4,,,,,,,,,,,,
3.6.2.1,Musculo-skeletal system: Miscellaneous: Removal of foreign bodies,,,,,,,,,,,,,,,,,
0644,"Removal of foreign body: Shoulder, subcutaneous",378.2,,483.4,,483.4,,,,,,,,,,,,
0647,"Removal of foreign body: Upper arm or elbow area, subcutaneous",378.2,,483.4,,483.4,,,,,,,,,,,,
0648,"Removal of foreign body: Upper arm or elbow area, subfascial or intramuscular",586.6,,749.2,,749.2,,,,,,,,,,,,
0651,Exploration with removal of deep foreign body: Forearm or wrist,586.6,,749.2,,749.2,,,,,,,,,,,,
0652,"Removal of foreign body: Pelvis or hip, subcutaneous tissue",378.2,,483.4,,483.4,,,,,,,,,,,,
0653,"Removal of foreign body: Pelvis or hip, subfascial or intramuscular",586.6,,749.2,,749.2,,,,,,,,,,,,
0654,"Removal of foreign body: Thigh or knee area, subfascial or intramuscular",586.6,,749.2,,749.2,,,,,,,,,,,,
0655,"Removal of foreign body: Foto, subcutaneous",378.2,,483.4,,483.4,,,,,,,,,,,,
0656,"Removal of foreign body: Foto, deep",586.6,,749.2,,749.2,,,,,,,,,,,,
0657,"Removal of foreign body: Foto, complicated",586.6,,749.2,,749.2,,,,,,,,,,,,
3.7,Plasters (exclusive of after-care),,,,,,,,,,,,,,,,,
0887,Limb cast (excluding after-care) (modifier 0005 not applicable),228.4,ò,234.8,ò,234.8,ò,,,,,,,,,,,
0888,"Application of short limb cast (forearm, lower leg) (excluding after-care) (first cast included in procedure)",323.3,,332.4,,332.4,,,,,,,,,,,,
0889,"Spica, plaster jacket or hinged cast brace (excluding after-care)",562.5,,578.1,,578.1,,,,,,,,,,,,
0891,Turnbuckle cast for scoliosis (excluding after-care),896.4,,921.5,,921.5,,,,,,,,,,,,
0892,"Application of cast: Revision (walker, window, bivalve) (excluding after-care)",332.1,,341.6,,341.6,,,,,,,,,,,,
0893,Adjustment or repair of turnbuckle cast for scoliosis (excluding after-care),334,,343.2,,343.2,,,,,,,,,,,,
0894,Application of cast: Clubfoot (excluding after-care) (first cast included in procedure,597.4,,614.2,,614.2,,,,,,,,,,,,
3.8,Musculo-skeletal system: Special areas,,,,,,,,,,,,,,,,,
3.8.1,Special areas: Foot and Ankle,,,,,,,,,,,,,,,,,
0895,Club foot: Revision club foot release - stand alone procedure,4256.4,,5470.1,,5470.1,,,,,,,,,,,,
0896,Club foot: Posterior release only - stand alone procedure,2239.9,,2878.8,,2878.8,,,,,,,,,,,,
0900,Excision tarsal coalition - stand alone procedure,2109.2,,2556.7,,2556.7,,,,,,,,,,,,
0901,Tenotomy: Single tendon,1112.7,,1143.9,,1143.9,,,,,,,,,,,,
0903,Hammer toe: One toe,1748.9,,1798.1,,1798.1,,,,,,,,,,,,
0905,Filleting of toe or Ruiz-Mora procedure,1748.9,,1798.1,,1798.1,,,,,,,,,,,,
0906,Arthrodesis Hallux,2109.2,,2674.2,,2674.2,,,,,,,,,,,,
0907,Silver bunionectomy or similar for Hallux Valgus,2109.2,,2280.3,,2280.3,,,,,,,,,,,,
,Not to be charged with item 0911,,,,,,,,,,,,,,,,,
0909,Excision arthroplasty,2109.2,,2623.7,,2623.7,,,,,,,,,,,,
0910,Cheilectomy or metatarsophangeal implant Hallux,2573.6,,3307,,3307,,,,,,,,,,,,
0911,Metatarsal osteotomy or Lapidus or similar or Chevron - stand alone procedure,2660.3,,3418.5,,3418.5,,,,,,,,,,,,
,Not to be charged with item 0907,,,,,,,,,,,,,,,,,
5730,Hallux Valgus double osteotomy etc.,2567.9,,3299.6,,3299.6,,,,,,,,,,,,
5731,Distal soft tissue procedure for Hallux Valgus,2441.2,,3136.9,,3136.9,,,,,,,,,,,,
5732,Aitkin procedure or similar,2345.6,,3014.2,,3014.2,,,,,,,,,,,,
5734,Removal bony prominence foot e.g. bunionette (ò Bunionette not applicable to COID),1599.4,,1644.4,,1644.4,,,,,,,,,,,,
5735,Repair angular deformity toe (lesser toes),1708.4,,1756.8,,1756.8,,,,,,,,,,,,
5736,Sesamoidectomy,1719.1,,1767,,1767,,,,,,,,,,,,
5737,Repair major foot tendons e.g. Tib Post,2109.2,,2661.8,,2661.8,,,,,,,,,,,,
5738,Repair of dislocating peroneal tendons,2435.8,,3129.8,,3129.8,,,,,,,,,,,,
5739,Forefoot reconstruction for rheumatoid arthritis: Clayton or similar: One foot,2845,,3655.9,,3655.9,,,,,,,,,,,,
5740,Steindler strip - plantar fascia,1708.4,,1756.8,,1756.8,,,,,,,,,,,,
5741,Kelikian syndactilly (one web space),1708.4,,1756.8,,1756.8,,,,,,,,,,,,
5742,Tendon transfer foot,2418.9,,3108.2,,3108.2,,,,,,,,,,,,
5743,Capsulotomy metatarsophalangeal joints: Foot,1525.8,,1568.4,,1568.4,,,,,,,,,,,,
3.8.2,Big toe (refer to section 3.8.1 for procedures on big toe),,,,,,,,,,,,,,,,,
3.8.3,Special areas: Reimplantations,,,,,,,,,,,,,,,,,
0912,Replantation of amputated upper limb proximal to wrist joint,10265.5,,13190.7,,13190.7,,,,,,,,,,,,
0913,Replantation of thumb,9421.6,,12107,,12107,,,,,,,,,,,,
0914,"Replantation of a single digit (to be motivated), for multiple digits (modifier 0005 applicable)",8156.1,,10480.5,,10480.5,,,,,,,,,,,,
0915,Replantation operation through the palm,17858.9,,22948.9,,22948.9,,,,,,,,,,,,
3.8.4,Special areas: Hands: (Note: Skin: See Integumentary System),,,,,,,,,,,,,,,,,
0919,Tumours: Epidermoid cysts,615.2,,632.3,,632.3,,,,,,,,,,,,
0920,Tumours: Ganglion or fibroma,1362.4,,1400.4,,1400.4,,,,,,,,,,,,
0921,Tumours: Nodular synovitis (Giant cell tumour of tendon sheath),1511.6,,1553.9,,1553.9,,,,,,,,,,,,
0922,Removal of foreign bodies requiring incision: Under local anaesthetic,334,,343.2,,343.2,,,,,,,,,,,,
0923,Removal of foreign bodies requiring incision: Under general or regional anaesthetic,562.5,,578.1,,578.1,,,,,,,,,,,,
0924,Crushed hand injuries: Initial extensive soft tissue toilet under general anaesthetic (sliding scale) - Minimum,650.2,,668.5,,668.5,,,,,,,,,,,,
0924a,Crushed hand injuries: Initial extensive soft tissue toilet under general anaesthetic (sliding scale),2080.4,,2658.8,,2658.8,,,,,,,,,,,,
,Item 0924: The number of units chargeable under this item ranges from 37.00 to 110.00 for Specialists and General Practitioners.,,,,,,,,,,,,,,,,,
0925,Crushed hand injuries: Subsequent dressing changes under general anaesthetic,281.1,,289.4,,289.4,,,,,,,,,,,,
3.8.5,Special areas: Spine,,,,,,,,,,,,,,,,,
,"Please note the following with regard to section 3.8.5: Spine_x000D_
_x000D_
a)  Modifier 0005 (multiple procedures/operations under the same anaesthetic) is not applicable if the following procedures are performed together:_x000D_
_x000D_
1.  Bone graft procedures and instrumentation are to be charged in addition to arthrodesis._x000D_
_x000D_
2.  When vertebral procedures are performed by arthrodesis, bone grafts and instrumentation may be charged for in addition._x000D_
_x000D_
b)  Modifier 0005 (multiple procedures/operations under the same anaesthetic) would be applicable when arthrodesis is performed in addition to another procedure, e.g. Osteotomy, laminectomy.",,,,,,,,,,,,,,,,,
0927,"Excision of one vertebral body, for a lesion within the body (no decompression)",2911.2,,3740.8,,3740.8,,,,,,,,,,,,
0928,Excision of each additional vertebral segment for a lesion within the body (no decompression),738.4,,759,,759,,,,,,,,,,,,
0929,Manipulation of spine under general anaesthetic: (no after-care) (modifier 0005 not applicable),246.2,,252.6,,252.6,,,,,,,,,,,,
0930,Posterior osteotomy of spine: One vertebral segment,4766.9,,6125.5,,6125.5,,,,,,,,,,,,
0931,Posterior spinal fusion: One level,5413.8,,6956.8,,6956.8,,,,,,,,,,,,
0932,Posterior osteotomy of spine: Each additional vertebral segment,1810.3,,1861.2,,1861.2,,,,,,,,,,,,
0933,Anterior spinal osteotomy with disc removal: One vertebral segment,4429.5,,5691.9,,5691.9,,,,,,,,,,,,
0936,Anterior spinal osteotomy with disc removal: Each additional vertebral segment,1810.3,,1861.2,,1861.2,,,,,,,,,,,,
0938,Anterior fusion base of skull to C2,6314.1,,8113.4,,8113.4,,,,,,,,,,,,
0939,Trans-abdominal anterior exposure of the spine for spinal fusion only if done by a second surgeon,2249.9,,2891.3,,2891.3,,,,,,,,,,,,
0940,Trans-thoracic anterior exposure of the spine if done by a second surgeon,2249.9,,2891.3,,2891.3,,,,,,,,,,,,
0941,Anterior interbody fusion: One level,5062.4,,6505.3,,6505.3,,,,,,,,,,,,
0942,Anterior interbody fusion: Each additional level,1792.8,,1843.2,,1843.2,,,,,,,,,,,,
0944,Posterior fusion: Occiput to C2,5484.2,,7047.1,,7047.1,,,,,,,,,,,,
0946,Posterior spinal fusion: Each additional level,1951.6,,2005.6,,2005.6,,,,,,,,,,,,
0948,Posterior interbody lumbar fusion: One level,5118.6,,6577.6,,6577.6,,,,,,,,,,,,
0950,Posterior interbody lumbar fusion: Each additional interspace,1669.7,,1716.5,,1716.5,,,,,,,,,,,,
0959,Excision of coccyx,1687.2,,1734.5,,1734.5,,,,,,,,,,,,
0961,Costo-transversectomy,2784.4,,3577.6,,3577.6,,,,,,,,,,,,
0963,Antero-lateral decompression of spinal cord or anterior debridement,4584,,5890.7,,5890.7,,,,,,,,,,,,
,MODIFIER,,,,,,,,,,,,,,,,,
0061,"Combined procedures on the spine: In cases of combined procedures on the spine, both the orthopaedic surgeon and the neurosurgeon are entitled to the full units for the relevant part of the operation performed. Each surgeon may charge an assistant fee for the the procedures performed by the other surgeon, at general practitioner rate (refer to modifier 0009)",,,,,,,,,,,,,,,,,
3.8.6,Special areas: Spinal deformities,,,,,,,,,,,,,,,,,
,Please note : Posterior fusion for spinal deformity (to be used for scoliosis more than 30 degrees or thoracic kyphosis more than 45 degrees).,,,,,,,,,,,,,,,,,
0952,Posterior fusion for spinal deformity: Up to 6 levels,5048.4,,6487.3,,6487.3,,,,,,,,,,,,
0954,Posterior fusion for spinal deformity: 7 to 12 levels,7691.9,,9884.2,,9884.2,,,,,,,,,,,,
0955,Posterior fusion for spinal deformity: 13 or more levels,8338.9,,10715.3,,10715.3,,,,,,,,,,,,
0956,Anterior fusion for spinal deformity: 2 or 3 levels,5765.6,,7408.8,,7408.8,,,,,,,,,,,,
0957,Anterior fusion for spinal deformity: 4 to 7 levels,6243.6,,8023,,8023,,,,,,,,,,,,
0958,Anterior fusion for spinal deformity: 8 or more levels,7579.8,,9739.7,,9739.7,,,,,,,,,,,,
,MODIFIER,,,,,,,,,,,,,,,,,
0065,"Additional operative procedures by same surgeon, under section 3.8.6: Spinal deformities, within a period of 12 months: 75% of scheduled fee for the lesser procedure, except where otherwise specified elsewhere",,,,,,,,,,,,,,,,,
3.8.7,Special areas: All spinal problems,,,,,,,,,,,,,,,,,
0943,Laminectomy with decompression of nerve roots and disc removal: One level,3375,,4337,,4337,,,,,,,,,,,,
0960,Posterior non-segmental instrumentation,2348.3,,3018,,3018,,,,,,,,,,,,
0962,Posterior segmental instrumentation: 2 to 6 vertebrae,2475.3,,3180.2,,3180.2,,,,,,,,,,,,
0964,Posterior segmental instrumentation: 7 to 12 vertebrae,2826.5,,3631.8,,3631.8,,,,,,,,,,,,
0966,Posterior segmental instrumentation:13 or more vertebrae,3444.9,,4427.2,,4427.2,,,,,,,,,,,,
0968,Anterior instrumentation: 2 to 3 vertebrae,2236.1,,2873.1,,2873.1,,,,,,,,,,,,
0969,Skull or skull-femoral traction including two weeks after-care,1124.9,,1156.4,,1156.4,,,,,,,,,,,,
0970,Anterior instrumentation: 4 to 7 vertebrae,2601.5,,3343,,3343,,,,,,,,,,,,
0971,Halo-splint and POP jacket including two weeks after-care,2039.2,,2096.1,,2096.1,,,,,,,,,,,,
0972,Anterior instrumentation: 8 or more vertebrae,2896.8,,3722.7,,3722.7,,,,,,,,,,,,
0974,Additional pelvic fixation of instrumentation other than sacrum,1898.6,,1951.7,,1951.7,,,,,,,,,,,,
5750,Reinsertion of instrumentation,3880.9,,4987,,4987,,,,,,,,,,,,
5751,Removal of posterior non-segmental instrumentation,2432.8,,3126,,3126,,,,,,,,,,,,
5752,Removal of posterior segmental instrumentation,2460.6,,3162.4,,3162.4,,,,,,,,,,,,
5753,Removal of anterior instrumentation,2869,,3686.5,,3686.5,,,,,,,,,,,,
5755,"Laminectomy for spinal stenosis (exclude diskectomy, foraminotomy and spondylolisthesis): One or two levels",4148.5,,5330.7,,5330.7,,,,,,,,,,,,
5756,Laminectomy with full decompression for spondylolisthesis (Gill procedure),4275,,5493.5,,5493.5,,,,,,,,,,,,
5757,Laminectomy for decompression without foraminotomy or diskectory more than two levels,4514.2,,5800.9,,5800.9,,,,,,,,,,,,
5758,Laminectomy with decompression of nerve roots and disc removal: Each additional level,1107.4,,1138.3,,1138.3,,,,,,,,,,,,
5759,"Laminectomy for decompression diskectomy, etc. revision operation",4950.2,,6360.7,,6360.7,,,,,,,,,,,,
5760,"Laminectomy, facetectomy, decompression for lateral recess stenosis plus spinal stenosis: One level",4232.9,,5439.3,,5439.3,,,,,,,,,,,,
5761,"Laminectomy, facetectomy, decompression for lateral recess stenosis plus spinal stenosis: Each additional level",1195.3,,1228.5,,1228.5,,,,,,,,,,,,
5763,Anterior disc removal and spinal decompression cervical: One level,4837.4,,6216,,6216,,,,,,,,,,,,
5764,Anterior disc removal and spinal decompression cervical: Each additional level,1423.6,,1463.6,,1463.6,,,,,,,,,,,,
5765,Vertebral corpectomy for spinal decompression: One level,6552.8,,8420.6,,8420.6,,,,,,,,,,,,
5766,Vertebral corpectomy for spinal decompression: Each additional level,1546.9,,1590,,1590,,,,,,,,,,,,
5770,Use of microscope in spinal or intracranial procedures (modifier 0005 not applicable),1247.9,,1283.2,,1283.2,,,,,,,,,,,,
3.9,Facial bone procedures,,,,,,,,,,,,,,,,,
,Please note: Modifiers 0046 to 0058 are not applicable to section 3.9,,,,,,,,,,,,,,,,,
0987,Repair of orbital floor (blowout fracture),2595.5,,3335.7,,3335.7,,,,,,,,,,,,
0988,Genioplasty,3698.4,,4752.4,,4752.4,,,,,,,,,,,,
0989,Open reduction and fixation of central mid-third facial fracture with displacement: Le Fort I,2843.2,,3653.5,,3653.5,,,,,,,,,,,,
0990,Open reduction and fixation of central mid-third facial fracture with displacement: Le Fort II,4247,,5457.4,,5457.4,,,,,,,,,,,,
0991,Open reduction and fixation of central mid-third facial fracture with displacement: Le Fort III,6089,,7824.7,,7824.7,,,,,,,,,,,,
0992,Open reduction and fixation of central mid-third facial fracture with displacement: Le Fort I Osteotomy,13640.3,,17527.7,,17527.7,,,,,,,,,,,,
0993,Open reduction and fixation of central mid-third facial fracture with displacement: Palatal Osteotomy,4247,,5457.4,,5457.4,,,,,,,,,,,,
0994,Open reduction and fixation of central mid-third facial fracture with displacement: Le Fort II Osteotomy (team fee),15510.5,,19931.5,,19931.5,,,,,,,,,,,,
0995,Open reduction and fixation of central mid-third facial fracture with displacement: Le Fort III Osteotomy (team fee),23258.4,,29887.7,,29887.7,,,,,,,,,,,,
0996,Open reduction and fixation of central mid-third facial fracture with displacement: Fracture of maxilla without displacement,0,F,,F,,F,,,,,,,,,,,
0997,Mandible: Fractured nose and zygoma: Open reduction and fixation,4247,,5457.4,,5457.4,,,,,,,,,,,,
0998,"Excision mandible bone, e.g. osteomyelitis,abscess",3085,,0,,0,,,,,,,,,,,,
0999,Mandible: Fractured nose and zygoma: Closed reduction by inter-maxillary fixation,2587.5,,3324.9,,3324.9,,,,,,,,,,,,
1000,"Excision facial bone e.g., osteomyelitis, abscess",2110.3,,0,,0,,,,,,,,,,,,
1001,Temporo-mandibular joint: Reconstruction for dysfunction,2896.8,,3722.7,,3722.7,,,,,,,,,,,,
1002,"Harvesting: Bone for contouring of benign bony growths (e.g., fibrous dysplasia)",2661.7,,0,,0,,,,,,,,,,,,
1003,Manipulation: Immobilisation and follow-up of fractured nose,615.2,,632.3,,632.3,,,,,,,,,,,,
1005,Nasal fracture without manipulation,0,F,,F,,F,,,,,,,,,,,
1007,Mandibulectomy,4499.8,,5782.5,,5782.5,,,,,,,,,,,,
1008,Excision: Torus Mandibularis,1478.8,,0,,0,,,,,,,,,,,,
1009,Maxillectomy,7341.5,,9426.8,,9426.8,,,,,,,,,,,,
1010,Excision: Torus Palatinus,1464.7,,0,,0,,,,,,,,,,,,
1011,Bone graft to mandible,2896.8,,3722.7,,3722.7,,,,,,,,,,,,
1012,Adjustment of occlusion by ramisection,3191.9,,4101.9,,4101.9,,,,,,,,,,,,
1013,Fracture of arch of zygoma without displacement,0,F,0,F,0,F,,,,,,,,,,,
1015,"Fracture of arch of zygoma with displacement requiring operative manipulation (not including associated fractures), recent fracture (within four weeks)",2109.2,,2367.1,,2367.1,,,,,,,,,,,,
1017,Fracture of arch of zygoma with displacement requiring operative manipulation but not including associated fractures (after four weeks),3684.4,,4734.5,,4734.5,,,,,,,,,,,,
1006,"Fracture: Nose and septum, open reduction",2147.3,,4288.1,,4288.1,,,,,,,,,,,,
4,Respiratory System,,,,,,,,,,,,,,,,,
4.1,Nose and sinuses,,,,,,,,,,,,,,,,,
1018,Flexible nasopharyngolaryngoscope examination,913.3,,938.4,,938.4,,,,,,,,,,,,
1019,ENT endoscopy in rooms with rigid endoscope,,,216.7,,216.7,,,,,,,,,,,,
1020,Repair of perforated septum: Any method,2109.2,,2564.2,,2564.2,,,,,,,,,,,,
1021,Intranasal dermatoplasty septum or lateral (graft harvesting not included). Unilateral.,2566.2,,3297.9,,3297.9,,,,,,,,,,,,
1022,Functional reconstruction of nasal septum,2109.2,,2190.3,,2190.3,,,,,,,,,,,,
1024,Insertion of silastic obturator into nasal septum perforation (excluding material),527.1,,542.1,,542.1,,,,,,,,,,,,
1025,Intranasal antrostomy (modifier 0005 to apply to opposite side of nose),1135.6,,1167.6,,1167.6,,,,,,,,,,,,
1027,Dacrocystorhinostomy,2952.8,,3794.8,,3794.8,,,,,,,,,,,,
1029,Turbinectomy (modifier 0005 to apply to opposite side of nose),1100.3,,1131.2,,1131.2,,,,,,,,,,,,
1030,Endoscopic turbinectomy: Laser or microdebrider,1582.2,,1626.4,,1626.4,,,,,,,,,,,,
1031,Removal of single nasal polyp at rooms (at initial consultation only),446.7,,459.1,,459.1,,,,,,,,,,,,
1033,Removal of multiple polyps in hospital under general anaesthetic,1438,,1478,,1478,,,,,,,,,,,,
1034,Autogenous nasal bone transplant: Bone removal included,1757.7,,1807.1,,1807.1,,,,,,,,,,,,
1035,Functional endoscopic sinus surgery: Unilateral,3092.7,,3974.2,,3974.2,,,,,,,,,,,,
1036,Functional endoscopic sinus surgery: Bilateral,3444.9,,4427.2,,4427.2,,,,,,,,,,,,
1037,"Diathermy to nose or pharynx exclusive of consultation fee, uni- or bilateral: Under local anaesthetic",140.4,,144.5,,144.5,,,,,,,,,,,,
1039,"Diathermy to nose or pharynx exclusive of consultation fee, uni- or bilateral: Under general anaesthetic",615.2,,632.3,,632.3,,,,,,,,,,,,
1041,Control severe epistaxis requiring hospitalisation: Anterior plugging,703.1,,722.6,,722.6,,,,,,,,,,,,
1043,Control severe epistaxis requiring hospitalisation: Anterior and posterior plugging,1054.9,,1084.1,,1084.1,,,,,,,,,,,,
1045,Ligation anterior ethmoidal artery,2109.2,,2446.5,,2446.5,,,,,,,,,,,,
1047,Caldwell-Luc operation: Unilateral,2109.2,,2480.9,,2480.9,,,,,,,,,,,,
1048,"Endonasal frontal sinus drainage, with or without removal of tissue (modifier 0069 applies)",2141.1,,0,,0,,,,,,,,,,,,
1049,Ligation internal maxillary artery,2756.1,,3541.6,,3541.6,,,,,,,,,,,,
1050,Vidian neurectomy (transantral or transnasal),1986,,2042,,2042,,,,,,,,,,,,
1051,Removal nasopharyngeal fibroma,4008,,5150.1,,5150.1,,,,,,,,,,,,
1052,Instrumental examination of the nasopharynx including biopsy under general anaesthetic,879.2,,903.6,,903.6,,,,,,,,,,,,
1053,"Frontal sinus drainage, trephine operation",1636.4,,1682.2,,1682.2,,,,,,,,,,,,
1054,Antroscopy through the canine fossa (modifier 0005 to apply to opposite side of nose),,,674.2,,674.2,,,,,,,,,,,,
1055,"External frontal ethmoidectomy, unilaterally",3212.3,,4127.9,,4127.9,,,,,,,,,,,,
1056,"Anterior cranial fossa, craniofacial approach, extradural, including lateral rhinotomy, ethmoidectomy, sphenoidectomy, without maxillectomy or orbital exenteration",,,7829.5,,7829.5,,,,,,,,,,,,
