name,type,group,province,city,address,latitude,longitude,beds,practiceNumber,switchhouse,phone,email,ideal_clinic_score,source
Kwa Guqa Extension 10 CHC,chc,Public,GP,,,-25.8545,29.1059,,,,,,,who_mfl
Kwa-Thema CHC,chc,Public,GP,Ekurhuleni,7001 Moshoeshoe Street Kwa-Thema Kwa-Thema,-26.2938,28.3913,,,,,kate.manyoni@gauteng.gov.za,88,ndoh_detailed
Laudium CHC,chc,Public,GP,Pretoria,c/o Bengal and 25th Avenue Laudium,-25.78401,28.08798,,,,,NONE,90,ndoh_detailed
Lenasia South CHC,chc,Public,GP,Johannesburg,3 Cosmos Street Lenasia South,-26.3784,27.8501,,,,,Mduduzi-dladla@gauteng.gov.za,63,ndoh_detailed
Levai Mbatha CHC,chc,Public,GP,,814 coner of Hemiltong Easton& Evaton Evaton,-26.5303,27.8441,,,,,Sompane.Richard@gauteng.gov.za,80,ndoh_detailed
Lillian Ngoyi CHC,chc,Public,GP,Johannesburg,Chris Hani Rd. Diepkloof Soweto,-26.2595,27.9346,175,,,+27 11 933 5000,oupamakhubu@gpg.gov.za,61,ndoh_detailed
Mofolo CHC,chc,Public,GP,Johannesburg,1415 Elias Motsoaledi Road Soweto,-26.2483,27.884,,,,+27 11 984 4050,mofolochc@gauteng.gov za,68,ndoh_detailed
Mohlakeng CHC,chc,Public,GP,,904 c/o Mzolo & Ngqonyela Mohlakeng,-26.222046,27.694545,,,,,NONE,86,ndoh_detailed
Nokuthela Ngwenya CHC,chc,Public,GP,Ekurhuleni,Vlakfontein Road Dunnottar Dunnottar,-26.3506,28.421,,,,,Khumalo.Mponono@gauteng.gov.za,88,ndoh_detailed
Phedisong 4 CHC,chc,Public,GP,Pretoria,5808 Lenyai Street Zone 14 Garankuwa 0280 GARANKUA,-25.59972,27.98139,,,,,None,86,ndoh_detailed
Phillip Moyo CHC,chc,Public,GP,Ekurhuleni,6944 Ersteen Street Daveyton Benoni,-26.1198,28.4846,,,,,lukhozin@ekurhuleni.com,85,ndoh_detailed
Phola Park CHC,chc,Public,GP,Ekurhuleni,"10054 Mzimkulu and Letutula, Phola Park Ext 5",-26.3718,28.1321,,,,,ooste@ekurhuleni.gov.za,95,ndoh_detailed
Ramokonopi CHC,chc,Public,GP,Ekurhuleni,819 Sontonga Street Katlehong,-26.3606,28.1618,,,,,Daba.S@ekurhuleni.com,89,ndoh_detailed
Sharpeville CHC,chc,Public,GP,,"9173 Zwane Street, Sharpeville",-26.6869,27.8706,,,,+27 16 451 6869,None,85,ndoh_detailed
Soshanguve CHC,chc,Public,GP,Pretoria,1834 BB SOSHANGUVE SOSHANGUVE,-25.49123,28.09431,,,,,solly.makua@gauteng.gov.za,83,ndoh_detailed
Stanza Bopape CHC,chc,Public,GP,Pretoria,Shilovhane street Mamelodi east,-25.7059,28.3941,,,,,NONE,83,ndoh_detailed
Stanza Bopape Community Health Centre,chc,Public,GP,Pretoria,"Mamelodi West, Pretoria, 0122",-25.719,28.356,,,,,,,curated
Stretford CHC,chc,Public,GP,Johannesburg,Link Road Orange Farm,-26.4697,27.8692,,,,,None,73,ndoh_detailed
Tambo CHC,chc,Public,GP,Johannesburg,383 Mainstreet Halfway House,-25.9222,28.01842,600,,,,connieruss@joburg.org.za,73,ndoh_detailed
Temba CHC,chc,Public,GP,Pretoria,2474 TEMBA HAMMANSKRAAL,-25.37743,28.26362,,,,,None,88,ndoh_detailed
Zola CHC,chc,Public,GP,Johannesburg,780/783 Bendile str Kwa -XumaSoweto,-26.2395,27.854,,,,,NONE,62,ndoh_detailed
Zola-Jabulani Community Health Centre,chc,Public,GP,Johannesburg,"Bolani Rd, Soweto, 1868",-26.225,27.864,,,,,,,curated
1 Discovery Place,clinic,,GP,,"1 Discovery Place, Sandton",,,,,,,,,dsfsi_vacc
1010 Planet Dialysis,clinic,,GP,,,-26.3853297,27.8543793,,,,,,,osm
24/7 Medclinic,clinic,,GP,Johannesburg,Simmonds Street,-26.2113285,28.0399555,,,,,,,osm
4th Avenue Clinic,clinic,Public,GP,,4th Avenue and Hofmeyer Street Alexandra,-26.1052,28.0908,,,,,Matilda.Makwena@Joburg.org.za,,phc_spider
80 Albert Street Clinic,clinic,Public,GP,,,-26.2077,28.0496,,,,,,,who_mfl
Ackermans Pharmacy,clinic,,GP,Ekurhuleni,"101 Rietfontein Road, Primrose, Germiston 1401",,,,,,,,,dsfsi_vacc
Actonville Community Hall,clinic,,GP,Ekurhuleni,"732 Khan Crescent, Actonville, Benoni",,,,,,,,,dsfsi_vacc
Adelaide Tambo Clinic,clinic,Public,GP,,STAND 30 FANIE VAN RENSBURG STREET PYRAMID PYRAMID,-25.58195,28.23326,,,,,None,87,ndoh_detailed
Aesthetica SKin Centre,clinic,,GP,northmead,O'Reilly Merry Street,-26.1655586,28.3258913,,,,,,,osm
Akasia Hall,clinic,,GP,,"120 Disotus Ave, Karenpark, Akasia",,,,,,,,,dsfsi_vacc
Akasia Refugee Shelter Clinic,clinic,Public,GP,,,-25.6381,28.1233,,,,,,,who_mfl
Albertina Sisulu Clinic,clinic,Public,GP,,14863 Zone 11 Sebokeng Vanderbijlpark,-26.577,27.8486,,,,,None,86,ndoh_detailed
Alberton North Clinic,clinic,Public,GP,,Cnr 2nd Avenue and Hendrick PotgieterAlberton Nort,-26.2596,28.12863,,,,,Martha.Dube@ekurhuleni.gov.za,91,ndoh_detailed
Alberton North Clinic (@Alberton Civic Centre Hall),clinic,,GP,Ekurhuleni,"Cnr 2Nd Avenue And Hendrick Potgieter, Alberton North",,,,,,,,,dsfsi_vacc
Albertus Pop Hall,clinic,,GP,,"Corner Goud& Amtis Road, Eldorado Park",,,,,,,,,dsfsi_vacc
Alexandra 8th Avenue Clinic,clinic,Public,GP,,Corner Rooseveldt and 8th Avenue Alexandra,-26.1095,28.09588,,,,,,69,ndoh_detailed
Alexandra East Bank Clinic,clinic,Public,GP,Johannesburg,1119 Corner Springbok and Creset Impala Road Braml,-26.1067,28.10999,,,,,wendyt@joburg.org.za,83,ndoh_detailed
Allemansdrift CHC,clinic,Public,GP,Allemansdrift-C,,-25.1157589264347,28.9080193385982,,,,,,,healthsites
Alra Park Clinic,clinic,,GP,,,-26.4327,28.5083,,,,,,,who_mfl
Alra Park Ext 3 Clinic,clinic,Public,GP,,"Cnr Sastri and Molopo Streets, Ext 3, Alra Park",-26.446,28.512746,,,,,None,89,ndoh_detailed
Altrek Sport Complex Alexandra Eastbank,clinic,,GP,,386 Eastbank Avenue Alexandra,,,,,,,,,dsfsi_vacc
Andries Raditsela Clinic,clinic,Public,GP,,1718 Phooko Drive Ext3 Langaville Langaville,-26.3343,28.3887,,,,,admin.andries@vodamail.co.za,89,ndoh_detailed
Arrie Nel Pharmacy Wonderpark,clinic,,GP,"Karenpark, Pretoria North",Dieffenbachia Street,-25.6697123,28.112949,,,,+27 12 549 3349,,,osm
Atteridgeville Clinic,clinic,Public,GP,Pretoria,"Ramohoeba Square, Cnr Mareka and Mokobane Streets",-25.76861,28.07841,,,,,SylvienN@tshwane.gov.za,87,ndoh_detailed
Atteridgeville Hall,clinic,,GP,,01 Ramohoeba Square Cnr Mareka And Mokobane Streets Atteridgeville,,,,,,,,,dsfsi_vacc
Attmed health centre,clinic,,GP,Pretoria,Komane Street,-25.7725157,28.0712485,,,,,,,osm
Azaadville Clinic,clinic,Public,GP,Azaadville,CNR Taj-Mahal and Azaad Avenue Azaadville,-26.170697,27.758288,,,,+27 11 413 1345,None,67,ndoh_detailed
BMR Family Health Clinic,clinic,,GP,Soshanguve,Mokhetle Drive,-25.4876871,28.107394,,,,,,,osm
Badirile Clinic,clinic,Public,GP,,Plot 261Brandvlei Randfontein,-26.140536,27.585591,,,,,None,69,ndoh_detailed
Bantu-Bonke Hall,clinic,,GP,,Panfontein,,,,,,,,,dsfsi_vacc
Bapsfontein Clinic,clinic,,GP,,,-26.0028,28.4135,,,,,,,who_mfl
Barcelona Clinic,clinic,Public,GP,,22286 Barcelona Etwatwa Etwatwa,-26.1091,28.45219,,,,,mokoenass.ss.ekurhuleni.gov.za,87,ndoh_detailed
Barney Molokoane Clinic,clinic,Public,GP,Johannesburg,4424 Vulindlela Street Extension 1Orange Farm,-26.4923,27.879,,,,,None,62,ndoh_detailed
Bedfordview Clinic,clinic,Public,GP,Bedfordview,3 Skeen Boulevard Bedfordview,-26.1793,28.13449,,,,,ngobeni.d@ekurhuleni.gov.za,87,ndoh_detailed
Bekkersdal East Clinic,clinic,Public,GP,,1298 Kgomoetlhaba Street Bekkersdal,-26.283541,27.703861,,,,,NONE,84,ndoh_detailed
Bellair Medical And Dental Center,clinic,,GP,"Glenvista, Johannesburg",Bellairs Drive,-26.286674,28.0570868,,,,,,,osm
Bellavista Clinic,clinic,Public,GP,,"Cnr Alex Du Toit Street and Zietman Streets, Bell",-26.2557,28.0293,,,,,None,71,ndoh_detailed
Berairo Recreational Hall,clinic,,GP,,Cnr Hoover And Dolores Street Berario Crosby,,,,,,,,,dsfsi_vacc
Berario Clinic,clinic,Public,GP,"Randburg, Johannesburg",c/o Hoover and Dolores Street Berario,-26.1356,27.95284,,,,,NONE,79,ndoh_detailed
Berea Clinic,clinic,,GP,Johannesburg,Tudhope Avenue,-26.1879,28.055,,,,,,,who_mfl
Bertha Gqxowa Hospital (Kobie Muller Hall),clinic,,GP,Ekurhuleni,"Corner of Angus and Joubert Streets, Germiston",,,,,,,,,dsfsi_vacc
Bertha Gxowa Clinic,clinic,Public,GP,Ekurhuleni,"Cnr Angus and Joubert Streets, Germiston",-26.220716,28.164393,300,,,+27 11 089 8500,None,92,ndoh_detailed
Bertoni Mercy NGO Clinic,clinic,,GP,,,-25.6059,27.9457,,,,,,,who_mfl
Bethal Station Clinic,clinic,Public,GP,,,-26.457,29.465,,,,,,,who_mfl
Beverly Hills Clinic,clinic,Public,GP,,1971 Hollywood Street Evaton,-26.5425,27.8238,,,,,None,70,ndoh_detailed
Bezvalley Clinic,clinic,Public,GP,,Cnr 6th and 4th Avenue Bassonia,-26.1866,28.08827,,,,,None,65,ndoh_detailed
Bio-Art Saxonworld,clinic,,GP,Saxonwold,Englewold Road,-26.1599046,28.0453966,,,,,,,osm
Birchleigh Clinic,clinic,Public,GP,,Houtkapper Street Kempton Park,-26.0674,28.22855,,,,,Sonjan@ekurhuleni.goc.za,88,ndoh_detailed
Birchleigh North Clinic,clinic,Public,GP,,Mooifontein Road Birchleigh North Kempton Park,-26.0523,28.23019,,,,,Thelma.Nekhumbe@ekurhuleni.gov.za,89,ndoh_detailed
Blybank Clinic,clinic,Public,GP,,40 Boxer Street Blybank,-26.338854,27.475324,,,,,None,87,ndoh_detailed
Blyvooruitsig Clinic,clinic,Public,GP,,15-19th Avenue Carltonville,-26.396284,27.376846,,,,,None,84,ndoh_detailed
Bobby Satellite Clinic,clinic,Public,GP,,,-26.3353,27.9874,,,,,,,who_mfl
Boekenhout Clinic,clinic,Public,GP,,"705 Block A, Mabopane",-25.50583,28.06483,,,,,None,85,ndoh_detailed
Boikhutsong Clinic,clinic,Public,GP,,"1266 Block T, Soshanguve Block T",-25.44835,28.1125,,,,,NONE,88,ndoh_detailed
Boitumelo Clinic,clinic,Public,GP,"Kroonstad, Free State",2001 Mandela Drive Boitumelo,-26.5624,27.8243,312,,,+27 56 216 5200; +27 56 216 5380,None,89,ndoh_detailed
Boksburg Civic Centre Clinic,clinic,Public,GP,,Corner of Commissioner and Trichardt Boksburg,-26.2218,28.2521,,,,,malatsir@ekurhuleni.gov.za,84,ndoh_detailed
Boksburg Civic Hall,clinic,,GP,Ekurhuleni,Cnr Trichardt And Commissioner Road,,,,,,,,,dsfsi_vacc
Boksburg North Clinic,clinic,Public,GP,,Cason Road Boksburg North Boksburg,-26.2092,28.25315,,,,,Deidre.vTonder@ekurhuleni.gov.za,87,ndoh_detailed
Bonaero Park Clinic,clinic,Public,GP,,Corner of Botha And Aldergrove Road Bonaero Park,-26.1212,28.25633,,,,,Boniwe.Ndhlovu@ekurhuleni.gov.za,88,ndoh_detailed
Bophelong Clinic (Johannesburg A),clinic,Public,GP,Johannesburg,3699 Ivory ParkExt 2 Halfway House,-26.0046,28.19053,,,,,mphoran@joburg.org.za,79,ndoh_detailed
Bophelong Clinic (Johannesburg C),clinic,Public,GP,,66 MASOPHA STREET SAULSVILLE 0125 SAULSVILLE,-26.235369,27.813086,,,,,NONE,75,ndoh_detailed
Bophelong Clinic (Tshwane 3),clinic,Public,GP,Pretoria,"66 Masopha Street, Saulsville, 0125",-25.7719,28.0534,,,,+27 10 345 0784,matutema@gauteng.gov.za,89,ndoh_detailed
Bophelong Methodist Church,clinic,,GP,,"281 Bokwe Street, Bophelong",,,,,,,,,dsfsi_vacc
Bosmont Clinic,clinic,Public,GP,Johannesburg,611 c/o Maraisburg and Griffith road Bosmont,-26.1895,27.95869,,,,,NONE,74,ndoh_detailed
Botshilu Private Hospital,clinic,,GP,Soshanguve,Buitekant Street,-25.4807333,28.0949432,100,,,,,,osm
Braamfischerville Clinic,clinic,Public,GP,Johannesburg,None,-26.2018,27.868286,,,,,None,56,ndoh_detailed
Brackenhurst Clinic,clinic,Public,GP,,73A Roy Campbell Street Brackenhurst,-26.3139,28.097,,,,,elizevermaak@ekurhuleni.gov.za,91,ndoh_detailed
Bronkhorstspruit Clinic,clinic,Public,GP,Pretoria,c/o Market and Botha street Bronkhorspruit,-25.80963,28.74356,400,,,,NONE,87,ndoh_detailed
Bronkospruit hall,clinic,,GP,,"34 Olifant Crescent, Bronkhortspruit",,,,,,,,,dsfsi_vacc
Brooklyn Clicks Pharmacy,clinic,Independent,GP,,C/O Lange Veal Street and Bronkhorst Street,,,,,,,,,dsfsi_vacc
Buyisigugu Health Services,clinic,,GP,Thembisile Hani Local Municipality,R573,-25.3075184,28.9469193,,,,,,,osm
CHBAH Recreational Centre,clinic,,GP,,126 Chris Hani Road,,,,,,,,,dsfsi_vacc
COVID Testing - Drive Through,clinic,,GP,Johannesburg,Longmeadow Boulevard,-26.1151347,28.1356683,,,,,,,osm
COVID Testing - Drive-Through,clinic,,GP,Johannesburg,Winnie Mandela Drive,-26.0974496,28.0317676,,,,,,,osm
Calcot Dhlephu Clinic,clinic,Public,GP,,Humlwana Gusuleszwe Street Brakpan,-26.3767,28.378153,,,,,ednam@ekurhuleni.gov.za,91,ndoh_detailed
Carletonville Central Clinic,clinic,Public,GP,Carletonville,1 Halite road Carltonville,-26.35378,27.408051,,,,,NONE,88,ndoh_detailed
"Centre for Diabetes and Endocrinology, Houghton",clinic,,GP,Houghton,Central Street,-26.1550117,28.058037,,,,,,,osm
Changes Addiction Rehab,clinic,Public,GP,Randburg,Weltevreden Road,-26.136703,27.9636449,,,,+27 827473422,,,osm
Charles Street Medical Centre,clinic,,GP,"Brooklyn, Pretoria",Justice Mahomed Street,-25.7710339,28.251309,,,,,,,osm
Chief Albert Luthuli Clinic,clinic,Public,GP,,2202/3 Harry Gwela Street Chief Albert Luhuli Park,-26.1543,28.38186,,,,,mildrett.malesa@ekurhuleni.gov.za,89,ndoh_detailed
Chiropractic Clinic,clinic,,GP,"The Glens, Johannesburg",Sneeuberg Street,-26.2851421,28.0544473,,,,+27 11 682 3205,,,osm
Chris Hani MultiPurpose Hall,clinic,,GP,,"7714,Orange farm ext 3 Stretford",,,,,,,,,dsfsi_vacc
Christian family Church Drive Through,clinic,,GP,Ekurhuleni,"Shop 3, Green Valley Shopping Centre, Corner Greenstone and Stoneridge Drive, Greenstone Hills, Ext. 31, G.P.",,,,,,,,,dsfsi_vacc
Church Street Clinic,clinic,Public,GP,,,-26.9506,29.2442,,,,,,,who_mfl
City View Birthing Retreat,clinic,,GP,Pretoria,Beckett Street,-25.7386342,28.2170778,,,,+27 123430115,,,osm
Classic House Clinic,clinic,Public,GP,,,-25.4012,27.1427,,,,,,,who_mfl
Clicks Northmead Square Pharmacy,clinic,Independent,GP,Ekurhuleni,C/O 14Th Avenue and O'Rielly Merry Road,,,,,,,,,dsfsi_vacc
Clicks Pharmacy -Tshwane Mall,clinic,Independent,GP,,Cnr Stormvoel/Tsamaya Roads,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Appletons Village,clinic,Independent,GP,,Malibongwe Drive,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Atterbury,clinic,Independent,GP,,Atterbury Road,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Brightwater Commons,clinic,Independent,GP,,"Shop 189-191, Randburg Waterfront, Republic Road",,,,,,,,,dsfsi_vacc
Clicks Pharmacy Brixton Mall,clinic,Independent,GP,,"SHOP 38, 60 & 61, PROTEA MALL",,,,,,,,,dsfsi_vacc
Clicks Pharmacy Broadacres,clinic,Independent,GP,,Cnr Valley & Cedar Roads,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Campus Square,clinic,Independent,GP,,C/O Kingsway Road and University Road,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Centurion,clinic,Independent,GP,,"234, Embankment Rd, Centurion Central",,,,,,,,,dsfsi_vacc
Clicks Pharmacy Clearwater Mall,clinic,Independent,GP,,C/O Hendrik Potgieter Road and Christiaan De Wet Road,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Dainfern,clinic,Independent,GP,,Cnr William Nicol Drive & Broadacres Drive,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Daveyton,clinic,Independent,GP,Ekurhuleni,Cnr Eiselen & Turton Street,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Diepkloof Square,clinic,Independent,GP,,Cnr Jack Klipin & Immink Roads,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Doringkloof,clinic,Independent,GP,,C/O Aster Road and Lupin Road,,,,,,,,,dsfsi_vacc
Clicks Pharmacy East Rand Mall,clinic,Independent,GP,Ekurhuleni,Cnr Rietfontein & Bentel Streets,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Eastgate,clinic,Independent,GP,Ekurhuleni,"Shop U1&U2, Eastgate Shopping Centre, Bradford Road",,,,,,,,,dsfsi_vacc
Clicks Pharmacy Fairland Walk,clinic,Independent,GP,,Cnr Beyers Naude and Wilson Street,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Forest Hill,clinic,Independent,GP,,Forest Hill Mall,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Fourways,clinic,Independent,GP,,Cnr William Nicol Drive & Fir Avenue,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Gezina,clinic,Independent,GP,,"Shop 26, Gezina Galleries, Michael Brink Street, Gezina",,,,,,,,,dsfsi_vacc
Clicks Pharmacy Honey Ridge,clinic,Independent,GP,,Corner of Beyers Naude Drive and Duiker Street,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Jabulani Mall,clinic,Independent,GP,,"Shop 39, Jabulani Mall, CNR Bolani Street & Koma Road",,,,,,,,,dsfsi_vacc
Clicks Pharmacy Kagiso Mall,clinic,Independent,GP,,Cnr Randfontein Road & Kagiso Street,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Kolonade,clinic,Independent,GP,,C/O Zambezi & Sefako Makgato,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Kyalami,clinic,Independent,GP,,Kyalami Main Cnr Main & Kyalami Roads,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Mall of Africa,clinic,Independent,GP,,"Allandale Road, Juksei View",,,,,,,,,dsfsi_vacc
Clicks Pharmacy Mall of the South,clinic,Independent,GP,,Cnr Swartkoppies Road And Kliprevier Drive,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Maponya Mall,clinic,Independent,GP,,Old Potchefstroom Road,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Melrose Arch,clinic,Independent,GP,,C/O High Street and Athol Oakland Drive,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Nicolway,clinic,Independent,GP,,Cnr William Nicol & Wedgewood Road,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Norkem,clinic,Independent,GP,Ekurhuleni,C/O James Wright Avenue and Mooi River Road,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Northpark,clinic,Independent,GP,,C/O Burger Street and Rachel De Beer Street,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Olympus Village,clinic,Independent,GP,,Achilles Way and Olympus Drive,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Parkrand,clinic,Independent,GP,Ekurhuleni,Van Wyk Louw Road,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Percegold,clinic,Independent,GP,,277 Pretorius Street,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Protea Glen,clinic,Independent,GP,,Protea Glen Centre,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Quagga Centre,clinic,Independent,GP,,Cnr Church & Quagga Streets,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Rivonia,clinic,Independent,GP,,Rivonia Road,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Sam Ntuli Mall,clinic,Independent,GP,Ekurhuleni,Cnr Masakhane & Kumalo Street,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Sandton City,clinic,Independent,GP,,Rivonia Road,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Silverwater Crossing,clinic,Independent,GP,,C/O Watermeyer Street and Pretoria Street,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Soshanguve Crossing,clinic,Independent,GP,,Cnr Ruth First Road And Aubrey Matlala Street,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Southdowns,clinic,Independent,GP,,Ext 54 C/O John Vorster Street and Karee Avenue,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Thabong,clinic,Independent,GP,,Moshoeshoe Street,,,,,,,,,dsfsi_vacc
Clicks Pharmacy The Angelo (Nigel),clinic,Independent,GP,Ekurhuleni,Heidelberg Road,,,,,,,,,dsfsi_vacc
Clicks Pharmacy The Glen,clinic,Independent,GP,,Boundary Road,,,,,,,,,dsfsi_vacc
Clicks Pharmacy The Grove,clinic,Independent,GP,,C/O Simon Vermooten Road and Lynwood Road,,,,,,,,,dsfsi_vacc
Clicks Pharmacy The Mall@Reds,clinic,Independent,GP,,"Shop 45, The Mall@Reds Shopping Centre, CNR Rooihuiskraal Road & Hendrik Verwoerd Drive",,,,,,,,,dsfsi_vacc
Clicks Pharmacy The Village@Moreleta,clinic,Independent,GP,,Wekker Road,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Trade Route Mall,clinic,Independent,GP,,C/O Nirvana Road and Lenasia Road,,,,,,,,,dsfsi_vacc
Clicks Pharmacy Village View,clinic,Independent,GP,Ekurhuleni,Cnr Kloef & Van Buuren Road,,,,,,,,,dsfsi_vacc
Clinix Naledi-Nkanyezi Prv Hosp,clinic,,GP,,Moshoeshoe Street,,,,,,,,,dsfsi_vacc
Clinix SS Morewa Mem Hosp,clinic,,GP,,121 Ellof Street Extension Selby,,,,,,,,,dsfsi_vacc
Clinix Tshepo-Themba Prv Hosp,clinic,,GP,,Braam Fisher Ext Roads Meadowlands Zone 9,,,,,,,,,dsfsi_vacc
Cosmo City Clinic,clinic,Public,GP,Johannesburg,"Lesotho Crescent, Cosmo City",-26.019965,27.933476,,,,,None,55,ndoh_detailed
Crosby Clinic,clinic,Public,GP,Johannesburg,77 Ingleby street Crosby,-26.1924,27.9899,,,,,sally@joburg.org.za,59,ndoh_detailed
Crown Gardens Clinic,clinic,Public,GP,Johannesburg,Cnr Ulster and Mourne Street Crown Gardens,-26.249,28.00462,,,,,mariamor@Joburg.org.za,63,ndoh_detailed
Crystal Park Clinic,clinic,Public,GP,,565 Strand Street Crystal Park,-26.1361,28.37031,,,,+27 11 969 4668,Tumi.Moqedane@ekurhuleni.gov.za,88,ndoh_detailed
Cullinan Pharmacy Health and Home,clinic,,GP,,"2 B Park Street, Cullinan",,,,,,,,,dsfsi_vacc
DH Williams Hall,clinic,,GP,Ekurhuleni,97 Bainskloof Str Glenharvie Westonaria,,,,,,,,,dsfsi_vacc
DMA Kromdraai Clinic,clinic,Public,GP,,Plot 520 JQ Kromdraai,-25.999577,27.778425,,,,,NONE,74,ndoh_detailed
DR T.J Women's Clinic Tembisa,clinic,,GP,Tembisa,Reverend R.T.J. Nemane Drive,-26.0016386,28.2128906,,,,,,,osm
Dan Kubheka Clinic,clinic,Public,GP,,701 Duduzile Street Kingsway Kingsway,-26.1874,28.39451,,,,,Malebese.Mokou@ekurhuleni.gov.za,89,ndoh_detailed
Danny Van Zyl recreational centre,clinic,,GP,,"565 113 Strand Strand Street,",,,,,,,,,dsfsi_vacc
Danville Clinic,clinic,Public,GP,,10 TRANS ORANGE ROAD DANVILLE DANVILLE,-25.74772,28.13359,,,,,moiram@tshwane.gov.za,87,ndoh_detailed
Dark City Community Healthcare Centre,clinic,,GP,,Mobile vaccination site moving around the community,,,,,,,,,dsfsi_vacc
Daspoort Poli Clinic,clinic,,GP,,"1049 Market Street and Camp Streets, Claremont",,,,,,,,,ndoh_detailed
Daspoort Poli Clinic,clinic,Public,GP,,,-25.7136,28.1324,,,,,,,who_mfl
Daveyton CDC main,clinic,Public,GP,Ekurhuleni,"Stand 9307, Empilsweni Str, Daveyton",,,,,,,,,dsfsi_vacc
Daveyton East Clinic,clinic,Public,GP,"Chris Hani, Benoni",869 Reggie StreetChris Hani Daveyton,-26.1343,28.44056,,,,,mahlangu.dm@ekurhuleni.gov.za,93,ndoh_detailed
Daveyton Ext Clinic,clinic,Public,GP,,14108 Tom Boya Street Daveyton,-26.1287,28.4489,,,,,dorism@ekurhuleni.gov.za,89,ndoh_detailed
Davidsonville Clinic,clinic,Public,GP,,c/o Minaar and Campbell Roodepoort,-26.1546,27.84892,,,,,nononbama@joburg.org.za,80,ndoh_detailed
Dawn Park Clinic,clinic,Public,GP,,Crn Cossin and Rondebult Road Dawn Park,-26.307,28.2571,,,,,mamogoboe@ekurhuleni.gov.za,81,ndoh_detailed
De Wiekus Medical Practice,clinic,,GP,Kempton Park,De Wiekus Road,-26.0805705,28.2105883,,,,+27 11 939 6090,,,osm
Deelkraal Clinic,clinic,Public,GP,,"17 Deelkraal Avenue, Carletonville",-26.456851,27.324244,,,,,None,77,ndoh_detailed
Dental care,clinic,,GP,Pretoria,Ben Viljoen Street,-25.6655402,28.1752217,,,,,,,osm
Diepkloof LA Clinic,clinic,Public,GP,Johannesburg,3790 Martinus Smuts DriveZone 3 Diepkloof SowetoJo,-26.2373,27.94625,,,,,NONE,73,ndoh_detailed
Diepkloof Prov Clinic,clinic,Public,GP,,7648 Redshaw road Diepkloof,-26.2402,27.9478,,,,,NONE,58,ndoh_detailed
Diepsloot South Clinic,clinic,Public,GP,,BJ Marx street Halfway House,-25.9311,28.0051,,,,,charlenem@joburg.org.za,75,ndoh_detailed
Dilopye Clinic,clinic,Public,GP,,STAND NO.192 DILOPYE MABOPHANE,-25.38296,28.19353,,,,,NONE,88,ndoh_detailed
Dinwiddie Satellite Clinic,clinic,,GP,,,-26.263,28.165,,,,,,,who_mfl
Dis-Chem Bracken Gardens Pharmacy,clinic,Independent,GP,Ekurhuleni,119 Hennie Alberts Street,,,,,,,,,dsfsi_vacc
Dis-Chem Brooklyn Pharmacy,clinic,Independent,GP,,Cnr Fehrsen & Veale Street,,,,,,,,,dsfsi_vacc
Dis-Chem Centurion Pharmacy,clinic,Independent,GP,,Heuwel Ave,,,,,,,,,dsfsi_vacc
Dis-Chem Direct Courier Pharmacy,clinic,Independent,GP,,23 Stag Road,,,,,,,,,dsfsi_vacc
